run_id,generated_at,zip_code,resolved_region,resolved_watttime_region,location_lookup_status,carbon_source,pricing_status,pricing_source,pricing_market,pricing_node,price_signal_source,primary_objective,coverage_note
util-20260411T033035Z-5cb529ff,2026-04-11 03:30:35 UTC,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,success,live_forecast,live_market,CAISO,Day-Ahead,TH_NP15_GEN-APND,live_forecast,carbon,Using CAISO dam pricing routed from the resolved WattTime region.
