run_id,case_name,generated_at,workload_name,workload_type,zip_code,estimated_energy_kwh,estimated_runtime_hours,eligible_regions,recommended_region,resolved_watttime_region,recommended_start_time_local,recommended_end_time_local,recommended_start_time_utc,recommended_end_time_utc,avg_grid_emissions_gco2_per_kwh,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_region_code,pricing_node,price_signal_source,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,baseline_total_cost_usd,baseline_emissions_total,optimized_emissions_total,cost_savings_usd,cost_savings_pct,emissions_reduction_total,emissions_reduction_pct,decision_score,primary_objective,location_lookup_status,coverage_note,notes
util-20260411T033035Z-5cb529ff,Carbon Optimization - CAISO_SANBERNARDINO,2026-04-11 03:30:35 UTC,Util Run 5cb529ff,Batch Compute,93106,2.4,8,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-04-11 08:00:00 PDT,2026-04-11 16:50:00 PDT,2026-04-11 15:00:00 UTC,2026-04-11 23:50:00 UTC,144.81250000000003,0.011982753437500002,live_forecast,live_market,CAISO,Day-Ahead,CAISO,TH_NP15_GEN-APND,live_forecast,0.028758608249999998,0.0,0.0,0.028758608249999998,0.06377575925,2.29132,0.34755,0.035017150999999996,54.906678355224756,1.9437699999999998,84.83188729640557,84.83188729640557,carbon,success,Using CAISO dam pricing routed from the resolved WattTime region.,Start at 2026-04-11 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 54.9% and emissions by 84.8%.
