run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,avg_electricity_price_usd_per_kwh,pricing_source,pricing_node,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260322T080206Z-2b93605f,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-22 08:02:06 UTC,Util Run 2b93605f,CAISO_SANBERNARDINO,2026-03-22 08:00:00 PDT,0.010826997916666666,CAISO,TH_NP15_GEN-APND,0.025984794999999995,0.0,54.62082507805888,100.0,Recommended,Start at 2026-03-22 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 54.6% and emissions by 100.0%.
