case_name,run_id,created_at,workload_name,objective_mode,zip_code,allowed_regions,resolved_watttime_region,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_region_code,pricing_node,price_signal_source,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,coverage_note,summary_note
Carbon Optimization - CAISO_SANBERNARDINO,util-20260411T025311Z-86a469da,2026-04-11 02:53:11 UTC,Util Run 86a469da,carbon,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,,,0.0,0.0,0.0,0.011982753437500002,live_forecast,live_market,CAISO,Day-Ahead,CAISO,TH_NP15_GEN-APND,live_forecast,0.0,1.0,CAISO_SANBERNARDINO,2026-04-11 08:00:00 PDT,0.028758608249999998,0.3532125,55.498532109709146,84.6620072431672,Recommended,Using CAISO dam pricing routed from the resolved WattTime region.,Start at 2026-04-11 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 55.5% and emissions by 84.7%.
