run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260321T213134Z-fe702d53,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-21 21:31:34 UTC,Util Run fe702d53,CAISO_SANBERNARDINO,2026-03-21 14:35:00 PDT,0.36,0.0,0.0,100.0,Recommended,Start at 2026-03-21 14:35:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 0.0% and emissions by 100.0%.
