run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,avg_electricity_price_usd_per_kwh,pricing_source,pricing_node,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260322T180147Z-27a16176,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-22 18:01:47 UTC,Util Run 27a16176,CAISO_SANBERNARDINO,2026-03-22 11:40:00 PDT,0.017257898003968253,CAISO,TH_NP15_GEN-APND,0.09319264922142856,0.0,39.90614500336328,100.0,Recommended,Start at 2026-03-22 11:40:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 39.9% and emissions by 100.0%.
