run_id,case_name,workload_name,workload_type,input_energy_kwh,input_runtime_hours,input_gpu_count,input_compute_class,preferred_regions,excluded_regions,deadline_hours,earliest_start_time,latest_end_time,carbon_price_usd_per_ton,clean_energy_credit_usd,coupon_or_incentive_name,electricity_adder_pct,pricing_source,pricing_region_code,pricing_node,policy_mode,cost_weight,carbon_weight,latency_requirement,data_residency_requirement,renewable_preference_enabled,fallback_allowed,baseline_definition,optimizer_version
util-20260325T221444Z-37fa46da,Carbon Optimization - CAISO_SANBERNARDINO,Util Run 37fa46da,Batch Compute,2.4,8,,,CAISO_SANBERNARDINO,,,2026-03-25 15:15:00 PDT,2026-03-26 15:14:00 PDT,0.0,0.0,,0.0,CAISO,CAISO,TH_NP15_GEN-APND,,0.0,1.0,,,False,True,Run at earliest eligible intervals.,util-streamlit-v1
