case_name,run_id,created_at,workload_name,objective_mode,zip_code,allowed_regions,resolved_watttime_region,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_region_code,pricing_node,price_signal_source,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,coverage_note,summary_note
Price Optimization - LDWP,util-20260328T001052Z-c5e6be0b,2026-03-28 00:10:52 UTC,Util Run c5e6be0b,cost,90012,LDWP,LDWP,,,0.0,0.0,0.0,0.02768671,"historical_pattern_estimate, live_forecast",live_market,CAISO,,LDWP,TH_SP15_GEN-APND,"historical_pattern_estimate, live_forecast",1.0,0.0,LDWP,2026-03-27 17:15:00 PDT,0.11074683999999999,4.7362,13.500162889894002,-0.8478155176146218,Recommended,"Using live market day-ahead pricing where live rows are available, with historical-pattern extension beyond the live horizon when needed.",Start at 2026-03-27 17:15:00 PDT and deploy in LDWP to reduce cost by 13.5% and emissions by -0.8%.
