run_id,case_name,workload_name,workload_type,zip_code,input_energy_kwh,input_runtime_hours,input_gpu_count,input_compute_class,preferred_regions,resolved_watttime_region,excluded_regions,deadline_hours,earliest_start_time,latest_end_time,carbon_price_usd_per_ton,clean_energy_credit_usd,coupon_or_incentive_name,electricity_adder_pct,carbon_source,pricing_status,pricing_source,pricing_market,pricing_region_code,pricing_node,price_signal_source,policy_mode,cost_weight,carbon_weight,latency_requirement,data_residency_requirement,renewable_preference_enabled,fallback_allowed,baseline_definition,optimizer_version
util-20260328T001052Z-c5e6be0b,Price Optimization - LDWP,Util Run c5e6be0b,Batch Compute,90012,4.0,4,,,LDWP,LDWP,,,2026-03-27 17:15:00 PDT,2026-03-28 00:56:00 PDT,0.0,0.0,,0.0,"historical_pattern_estimate, live_forecast",live_market,CAISO,,LDWP,TH_SP15_GEN-APND,"historical_pattern_estimate, live_forecast",,1.0,0.0,,,False,True,Run at earliest eligible intervals.,util-streamlit-v1
