run_id,case_name,generated_at,workload_name,workload_type,estimated_energy_kwh,estimated_runtime_hours,eligible_regions,recommended_region,recommended_start_time_local,recommended_end_time_local,recommended_start_time_utc,recommended_end_time_utc,avg_grid_emissions_gco2_per_kwh,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,baseline_total_cost_usd,baseline_emissions_total,optimized_emissions_total,cost_savings_usd,cost_savings_pct,emissions_reduction_total,emissions_reduction_pct,decision_score,primary_objective,notes
util-20260321T215101Z-f64ffc3f,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-21 21:51:01 UTC,Util Run f64ffc3f,Batch Compute,2.4,8,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-03-21 14:55:00 PDT,2026-03-22 13:25:00 PDT,2026-03-21 21:55:00 UTC,2026-03-22 20:25:00 UTC,0.0,0.03006112925,0.0,0.0,0.03006112925,0.10949810849999997,1.5142799999999998,0.0,0.07943697924999997,72.54643969489207,1.5142799999999998,100.0,94.50928793897842,carbon,Start at 2026-03-21 14:55:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 72.5% and emissions by 100.0%.
