run_id,case_name,generated_at,workload_name,zip_code,recommended_region,resolved_watttime_region,recommended_start_time_local,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_node,price_signal_source,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,coverage_note,summary_note
util-20260327T071004Z-13a4e3a5,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-27 07:10:04 UTC,Util Run 13a4e3a5,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-03-27 08:00:00 PDT,0.015796286249999996,live_forecast,live_market,CAISO,Day-Ahead,TH_NP15_GEN-APND,live_forecast,0.037911086999999996,0.8060324999999999,55.037027120665805,62.2939642368461,Recommended,"Using live CAISO pricing where available. Rows beyond the live horizon fell back to fallback pricing. Live price data does not cover the requested optimization horizon, so Util kept live rows only.",Start at 2026-03-27 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 55.0% and emissions by 62.3%.
