run_id,generated_at,zip_code,resolved_region,resolved_watttime_region,location_lookup_status,carbon_source,pricing_status,pricing_source,pricing_market,pricing_node,price_signal_source,primary_objective,coverage_note
util-20260327T071004Z-13a4e3a5,2026-03-27 07:10:04 UTC,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,success,live_forecast,live_market,CAISO,Day-Ahead,TH_NP15_GEN-APND,live_forecast,carbon,"Using live CAISO pricing where available. Rows beyond the live horizon fell back to fallback pricing. Live price data does not cover the requested optimization horizon, so Util kept live rows only."
