run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,avg_electricity_price_usd_per_kwh,pricing_source,pricing_node,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260322T075030Z-bc79162f,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-22 07:50:30 UTC,Util Run bc79162f,CAISO_SANBERNARDINO,2026-03-22 08:00:00 PDT,0.010902628020833333,CAISO,TH_NP15_GEN-APND,0.02616630725,0.0,55.19975372310033,100.0,Recommended,Start at 2026-03-22 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 55.2% and emissions by 100.0%.
