run_id,case_name,workload_name,workload_type,input_energy_kwh,input_runtime_hours,input_gpu_count,input_compute_class,preferred_regions,excluded_regions,deadline_hours,earliest_start_time,latest_end_time,carbon_price_usd_per_ton,clean_energy_credit_usd,coupon_or_incentive_name,electricity_adder_pct,pricing_source,pricing_region_code,pricing_node,policy_mode,cost_weight,carbon_weight,latency_requirement,data_residency_requirement,renewable_preference_enabled,fallback_allowed,baseline_definition,optimizer_version
util-20260322T022154Z-f24a9336,Balanced Optimization - CAISO_SANBERNARDINO,Util Run f24a9336,Batch Compute,2.4,8,,,CAISO_SANBERNARDINO,,,2026-03-21 19:25:00 PDT,2026-03-22 19:21:00 PDT,0.0,0.0,,0.0,CAISO,CAISO,TH_NP15_GEN-APND,,0.5,0.5,,,False,True,Run at earliest eligible intervals.,util-streamlit-v1
