case_name,run_id,created_at,workload_name,objective_mode,allowed_regions,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
Carbon Optimization - CAISO_SANBERNARDINO,util-20260321T215023Z-4d094243,2026-03-21 21:50:23 UTC,Util Run 4d094243,carbon,CAISO_SANBERNARDINO,,,0.0,0.0,0.0,0.2,0.8,CAISO_SANBERNARDINO,2026-03-21 14:55:00 PDT,0.03006112925,0.0,72.54643969489207,100.0,Recommended,Start at 2026-03-21 14:55:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 72.5% and emissions by 100.0%.
