run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260321T215023Z-4d094243,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-21 21:50:23 UTC,Util Run 4d094243,CAISO_SANBERNARDINO,2026-03-21 14:55:00 PDT,0.03006112925,0.0,72.54643969489207,100.0,Recommended,Start at 2026-03-21 14:55:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 72.5% and emissions by 100.0%.
