run_id,case_name,generated_at,workload_name,workload_type,estimated_energy_kwh,estimated_runtime_hours,eligible_regions,recommended_region,recommended_start_time_local,recommended_end_time_local,recommended_start_time_utc,recommended_end_time_utc,avg_grid_emissions_gco2_per_kwh,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,baseline_total_cost_usd,baseline_emissions_total,optimized_emissions_total,cost_savings_usd,cost_savings_pct,emissions_reduction_total,emissions_reduction_pct,decision_score,primary_objective,notes
util-20260321T211137Z-4d312006,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-21 21:11:37 UTC,Util Run 4d312006,Batch Compute,2.4,8,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-03-21 14:15:00 PDT,2026-03-22 12:45:00 PDT,2026-03-21 21:15:00 UTC,2026-03-22 19:45:00 UTC,0.0,0.35999999999999993,0.0,0.0,0.35999999999999993,0.36,1.3126799999999998,0.0,5.551115123125783e-17,1.5419764230904952e-14,1.3126799999999998,100.0,80.0,carbon,Start at 2026-03-21 14:15:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 0.0% and emissions by 100.0%.
