case_name,run_id,created_at,workload_name,objective_mode,allowed_regions,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,avg_electricity_price_usd_per_kwh,pricing_source,pricing_region_code,pricing_node,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
Carbon Optimization - CAISO_SANBERNARDINO,util-20260322T171924Z-81c3a3d7,2026-03-22 17:19:24 UTC,Util Run 81c3a3d7,carbon,CAISO_SANBERNARDINO,,,0.0,0.0,0.0,0.011008978695652174,CAISO,CAISO,TH_NP15_GEN-APND,0.0,1.0,CAISO_SANBERNARDINO,2026-03-22 10:20:00 PDT,0.025320650999999996,0.0,19.47660182823485,100.0,Recommended,Start at 2026-03-22 10:20:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 19.5% and emissions by 100.0%.
