case_name,run_id,created_at,workload_name,objective_mode,allowed_regions,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
Carbon Optimization - CAISO_SANBERNARDINO,util-20260321T210715Z-66b17e73,2026-03-21 21:07:15 UTC,Util Run 66b17e73,carbon,CAISO_SANBERNARDINO,,,0.0,0.0,0.0,0.2,0.8,CAISO_SANBERNARDINO,2026-03-21 14:10:00 PDT,0.35999999999999993,0.0,1.5419764230904952e-14,100.0,Recommended,Start at 2026-03-21 14:10:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 0.0% and emissions by 100.0%.
