run_id,case_name,generated_at,workload_name,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
util-20260321T210715Z-66b17e73,Carbon Optimization - CAISO_SANBERNARDINO,2026-03-21 21:07:15 UTC,Util Run 66b17e73,CAISO_SANBERNARDINO,2026-03-21 14:10:00 PDT,0.35999999999999993,0.0,1.5419764230904952e-14,100.0,Recommended,Start at 2026-03-21 14:10:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 0.0% and emissions by 100.0%.
