case_name,run_id,created_at,workload_name,objective_mode,allowed_regions,deadline_hours,latency_requirement,carbon_price_usd_per_ton,clean_energy_credit_usd,electricity_price_adder_pct,cost_weight,carbon_weight,recommended_region,recommended_start_time_local,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,summary_note
Cost Optimization - CAISO_SANBERNARDINO,util-20260321T215107Z-59684161,2026-03-21 21:51:07 UTC,Util Run 59684161,cost,CAISO_SANBERNARDINO,,,0.0,0.0,0.0,0.8,0.2,CAISO_SANBERNARDINO,2026-03-21 14:55:00 PDT,0.01538373775,0.025049999999999996,85.95068174168506,98.34574847452254,Recommended,Start at 2026-03-21 14:55:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 86.0% and emissions by 98.3%.
