run_id,case_name,workload_name,workload_type,input_energy_kwh,input_runtime_hours,input_gpu_count,input_compute_class,preferred_regions,excluded_regions,deadline_hours,earliest_start_time,latest_end_time,carbon_price_usd_per_ton,clean_energy_credit_usd,coupon_or_incentive_name,electricity_adder_pct,policy_mode,cost_weight,carbon_weight,latency_requirement,data_residency_requirement,renewable_preference_enabled,fallback_allowed,baseline_definition,optimizer_version
util-20260321T210628Z-accbf098,Cost Optimization - CAISO_NORTH,Util Run accbf098,Batch Compute,0.6,2,,,CAISO_NORTH,,,2026-03-21 09:00:00 PDT,2026-03-22 12:00:00 PDT,0.0,0.0,,0.0,,0.8,0.2,,,False,True,Run at earliest eligible intervals.,util-streamlit-v1
