run_id,case_name,generated_at,workload_name,workload_type,estimated_energy_kwh,estimated_runtime_hours,eligible_regions,recommended_region,recommended_start_time_local,recommended_end_time_local,recommended_start_time_utc,recommended_end_time_utc,avg_grid_emissions_gco2_per_kwh,avg_electricity_price_usd_per_kwh,pricing_source,pricing_region_code,pricing_node,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,baseline_total_cost_usd,baseline_emissions_total,optimized_emissions_total,cost_savings_usd,cost_savings_pct,emissions_reduction_total,emissions_reduction_pct,decision_score,primary_objective,notes
util-20260321T222555Z-110a6780,Cost Optimization - CAISO_SANBERNARDINO,2026-03-21 22:25:55 UTC,Util Run 110a6780,Batch Compute,2.4,8,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-03-21 15:30:00 PDT,2026-03-22 15:20:00 PDT,2026-03-21 22:30:00 UTC,2026-03-22 22:20:00 UTC,10.4375,0.005699593958333335,CAISO,CAISO,TH_NP15_GEN-APND,0.013679025499999999,0.0,0.0,0.013679025499999999,0.11187279599999998,1.6898374999999999,0.025049999999999996,0.09819377049999999,87.77269721586292,1.6647874999999999,98.51760894168818,89.92167956102797,cost,Start at 2026-03-21 15:30:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 87.8% and emissions by 98.5%.
