run_id,case_name,generated_at,workload_name,zip_code,recommended_region,resolved_watttime_region,recommended_start_time_local,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_node,price_signal_source,projected_total_cost_usd,optimized_emissions_total,cost_savings_pct,emissions_reduction_pct,status,coverage_note,summary_note
util-20260411T034642Z-33c3defd,Carbon Optimization - CAISO_SANBERNARDINO,2026-04-11 03:46:42 UTC,Util Run 33c3defd,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-04-11 08:00:00 PDT,0.011982753437500002,live_forecast,live_market,CAISO,Day-Ahead,TH_NP15_GEN-APND,live_forecast,0.028758608249999998,0.34953,54.688933653676216,84.76329555361812,Recommended,Using CAISO dam pricing routed from the resolved WattTime region.,Start at 2026-04-11 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 54.7% and emissions by 84.8%.
