run_id,case_name,zip_code,region_name,region_code,resolved_watttime_region,region_eligible,eligibility_reason,candidate_start_time_local,candidate_end_time_local,avg_grid_emissions_gco2_per_kwh,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_node,price_signal_source,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,estimated_emissions_total,latency_class,distance_class,meets_deadline,meets_policy_constraints,rank_by_total_cost,rank_by_emissions,rank_by_balanced_score,selected_by_optimizer
util-20260411T034642Z-33c3defd,Carbon Optimization - CAISO_SANBERNARDINO,93106,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,True,Resolved and optimized by current Util run.,2026-04-11 08:00:00 PDT,2026-04-11 16:50:00 PDT,145.63750000000002,0.011982753437500002,live_forecast,live_market,CAISO,Day-Ahead,TH_NP15_GEN-APND,live_forecast,0.028758608249999998,0.0,0.0,0.028758608249999998,0.34953,,,True,True,1,1,1,True
