run_id,case_name,generated_at,workload_name,workload_type,zip_code,estimated_energy_kwh,estimated_runtime_hours,eligible_regions,recommended_region,resolved_watttime_region,recommended_start_time_local,recommended_end_time_local,recommended_start_time_utc,recommended_end_time_utc,avg_grid_emissions_gco2_per_kwh,avg_electricity_price_usd_per_kwh,carbon_source,pricing_status,pricing_source,pricing_market,pricing_region_code,pricing_node,price_signal_source,projected_electricity_cost_usd,projected_carbon_cost_usd,projected_credit_value_usd,projected_total_cost_usd,baseline_total_cost_usd,baseline_emissions_total,optimized_emissions_total,cost_savings_usd,cost_savings_pct,emissions_reduction_total,emissions_reduction_pct,decision_score,primary_objective,location_lookup_status,coverage_note,notes
util-20260411T034642Z-33c3defd,Carbon Optimization - CAISO_SANBERNARDINO,2026-04-11 03:46:42 UTC,Util Run 33c3defd,Batch Compute,93106,2.4,8,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,CAISO_SANBERNARDINO,2026-04-11 08:00:00 PDT,2026-04-11 16:50:00 PDT,2026-04-11 15:00:00 UTC,2026-04-11 23:50:00 UTC,145.63750000000002,0.011982753437500002,live_forecast,live_market,CAISO,Day-Ahead,CAISO,TH_NP15_GEN-APND,live_forecast,0.028758608249999998,0.0,0.0,0.028758608249999998,0.06346928149999999,2.2939999999999996,0.34953,0.03471067324999999,54.688933653676216,1.9444699999999995,84.76329555361812,84.76329555361812,carbon,success,Using CAISO dam pricing routed from the resolved WattTime region.,Start at 2026-04-11 08:00:00 PDT and deploy in CAISO_SANBERNARDINO to reduce cost by 54.7% and emissions by 84.8%.
